s_id,special,Do you prefer individual or group projects,Do you have the skill to communicate and persuade others,How do you prefer to communicate with others,How many hours do you spend studying per day,What is the average grade you got in high school in chemistry,What is the average grade you got in high school in physics,What is the average grade you get in high school in mechanics,What is the average grade you get in high school in mathematics,Which do you prefer to solve problems,How do you rate yourself in problem solving and analysis,When you face difficulty managing time effectively and completing tasks on time what will you do,Suppose you are interested in learning the Spanish language and you encounter new phrases or words that you do not know the meaning of after you started learning them what will you do,How do you rate yourself regarding the mathematical solution to engineering problems,What is the importance for you of external training while studying,Can you prepare a work map to solve engineering problems,What field would you like to obtain external training in,How do you manage diversity in the work team,What is your career goal in engineering,Do you prefer to work in the industrial sector academic research or entrepreneurship,Do you have the possibility of selflearning through reading and information technology,Have you ever experienced leading a team or project,What would you like your role to be when you participate in a work or project,How do you see other people modifying the work you have done,How many working hours can you afford in the future,Does the ability to imagine and create something important,What would you do if your team leader or the person responsible for your work told you that everything you did was wrong,With the great development in engineering fields in which engineering field do you prefer to use technology,What do you do when there are different opinions in your work team,Is dividing the required tasks among all your team members important,How likely is the weather to negatively affect you,Would you like to see yourself contributing unique ideas to improve the performance of the project,What do you do with questions or problems that do not have a logical answer or solution,Do you like to connect events together if you are watching your favorite TV show and anticipating what will happen,What is the best solution for managing multiple projects simultaneously from your point of view,Your project had limited resources and you had to make difficult decisions about prioritizing tasks How you will allocate resources,What is a game-changing opportunity that could create more value for the organization than in the past,How do you deal with a difficult manager,How should you deal with an underperforming team member,In your opinion the project life cycle is,In your opinion the most important thing for a project manager,Can you bear sitting in the same place for long hours or do you like tasks that require movement or field visits,Can you determine the classification of risks in the work environment,Can you reconcile work and its pressures and ensure safety and health,Do you feel you have the ability to estimate the costs and benefits related to construction projects,With the existence of artificial intelligence models do you think they can replace place owners such as designers or constructors,Do you like doing calculations manually,How can public places be used to develop civilization from your point of view,Can you break the problem down into smaller parts to come up with creative solutions,Do you feel tired when standing or walking long distances,Do you have any artistic interests writing  drawing  design photography and do you resort to implementing ideas in which you use your imagination
2019549,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019550,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019551,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019552,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019553,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019554,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019555,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019556,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019557,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019558,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019559,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019560,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019561,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019562,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019563,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019564,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019565,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019566,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019567,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019568,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019569,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019570,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019571,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019572,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019573,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019574,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019575,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019576,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019577,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019578,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019579,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019580,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019581,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019582,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019583,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019584,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019585,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019586,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019587,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019588,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019589,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019590,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019591,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019592,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019593,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019594,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019595,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019596,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019597,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019598,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019599,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019600,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019601,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019602,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019603,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019604,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019605,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019606,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019607,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019608,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019609,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019610,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019611,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019612,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019613,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019614,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019615,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019616,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019617,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019618,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019619,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019620,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019621,Civil,10100,10100,11000,10100,11000,11000,10100,11000,10100,10010,11000,10100,10100,10100,10001,10010,10100,10100,10010,11000,10001,11000,10100,10001,10100,10010,10100,10001,10010,11000,10001,10010,10010,10001,11000,10010,10001,10010,10100,10010,10010,10001,10100,10001,11000,10100,11000,10001,10100,10100
2019622,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019623,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019624,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019625,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019626,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019627,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
2019628,Architecture,10100,10001,11000,10100,10100,11000,10100,10100,10100,10001,11000,10010,10001,10100,11000,10001,11000,10100,11000,10001,10100,10010,10001,10100,10010,10010,11000,10100,10001,11000,11000,10100,10001,10001,10001,10100,10100,11000,11000,11000,10100,10001,10010,11000,11000,10010,10001,11000,10001,11000
2019629,Electric,10010,11000,10001,10010,10001,10100,10100,11000,10010,10100,10010,10100,11000,11000,10010,10100,11000,10010,10001,10010,10001,10100,11000,11000,10010,10010,10010,10100,10001,10010,10100,10010,11000,10001,10100,10100,10010,10001,10100,10100,11000,11000,11000,11000,10010,10010,10001,10100,10010,10001
